WKT,rand_point_id
"POLYGON ((-916947601.0409 -82791564.2333539,-932550768.895119 -67151612.7850468,-931308282.534688 -58442766.517631,-916393982.570526 -51801680.5982252,-905154249.578793 -48431515.0483116,-893776267.86093 -56667749.8657769,-916947601.0409 -82791564.2333539))","317"
"POLYGON ((-108464822.412065 -69398936.4796848,-118639065.207635 -68041450.0476369,-131314152.641999 -53546925.9502861,-116817568.573377 -46105395.6731535,-96200800.8426287 -45754670.0223638,-97144003.54181 -60593876.2602888,-108464822.412065 -69398936.4796848))","48"
"POLYGON ((-817705505.04071 -83403467.9379892,-819412847.520178 -83124718.7224373,-825677015.466903 -73160459.6865131,-827368653.479272 -41292620.9409127,-825543846.765975 -39591180.8838345,-795733337.269451 -35481318.2212986,-777866526.738396 -44941457.3019021,-772359560.586071 -55687111.1621157,-780010779.69643 -81020053.9363411,-817705505.04071 -83403467.9379892))","766"
"POLYGON ((-228749800.654702 -76735322.5778184,-241128433.481174 -70637114.5307059,-243640924.591588 -54349216.563818,-221349507.542935 -42114038.3631384,-213303394.248323 -43440847.242291,-203952987.439881 -59127301.5043721,-215389117.445721 -71715402.4950668,-228749800.654702 -76735322.5778184))","335"
"POLYGON ((-860617502.216507 -86179339.7615274,-887788145.960941 -73231289.0087079,-892539410.612648 -56983393.0337169,-868967477.056785 -46299096.6192076,-855060813.989528 -66558526.7125374,-860617502.216507 -86179339.7615274))","661"
"POLYGON ((-308431744.070387 -87129341.237955,-326210789.504101 -43363964.6868933,-297606600.406811 -29894539.4966444,-286061934.209234 -39236404.8083453,-293128857.919884 -84556260.9055584,-308431744.070387 -87129341.237955))","402"
"POLYGON ((-272213883.508684 -98404496.7923218,-293128857.919884 -84556260.9055584,-286061934.209234 -39236404.8083453,-263924087.195668 -36791790.5749755,-258073132.649166 -38849929.8815755,-243640924.591588 -54349216.563818,-241128433.481174 -70637114.5307059,-272213883.508684 -98404496.7923218))","229"
"POLYGON ((-1067013853.01489 -71383585.3920277,-1072010845.4231 -69353801.4640804,-1097217569.38806 -47757221.6820605,-1056730274.98152 -31292186.7894794,-1055122958.44172 -38060471.1534773,-1067013853.01489 -71383585.3920277))","159"
"POLYGON ((-1066644372.53391 -71858692.3627551,-1067013853.01489 -71383585.3920277,-1055122958.44172 -38060471.1534773,-1047019228.24967 -47308822.2451203,-1033483492.78611 -66429504.5564809,-1066644372.53391 -71858692.3627551))","222"
"POLYGON ((-446406597.601969 -77778395.5760667,-457506010.941326 -68920591.683266,-462132244.816787 -44772742.537571,-418468129.565399 -20386237.895184,-408273846.278817 -28587507.1384632,-404561576.2395 -39668044.3006291,-434117318.298852 -73341042.9024629,-446406597.601969 -77778395.5760667))","839"
"POLYGON ((-90098255.820416 -70087639.3637029,-97144003.54181 -60593876.2602888,-96200800.8426287 -45754670.0223638,-87457617.0911171 -39554894.715513,-87323289.4943798 -39500982.2185698,-75677955.0268509 -40941727.4334668,-70909063.0476484 -43464739.0539452,-90098255.820416 -70087639.3637029))","12"
"POLYGON ((-825677015.466903 -73160459.6865131,-855060813.989528 -66558526.7125374,-868967477.056785 -46299096.6192076,-863736098.647653 -38407749.8057705,-827368653.479272 -41292620.9409127,-825677015.466903 -73160459.6865131))","1017"
"POLYGON ((-197343390.547644 -61560404.4306335,-201799618.698818 -59200930.4506335,-185887230.133806 -37430458.4656863,-178853850.542952 -33331108.0783681,-176945067.754373 -36978891.4770073,-180804049.761878 -57049741.4067772,-197343390.547644 -61560404.4306335))","100"
"POLYGON ((-515209437.171112 -82347740.8523171,-528617066.11682 -59418611.5357698,-512328742.230105 -44867670.642776,-486238779.883971 -34551273.0217435,-472668920.96141 -38128179.3569179,-462132244.816787 -44772742.537571,-457506010.941326 -68920591.683266,-475526653.258295 -78565442.6276089,-515209437.171112 -82347740.8523171))","675"
"POLYGON ((-1030333522.19658 -67767266.2127848,-1033483492.78611 -66429504.5564809,-1047019228.24967 -47308822.2451203,-1020060656.26019 -42259476.2412612,-1018482143.16442 -47734866.5647211,-1030333522.19658 -67767266.2127848))","234"
"POLYGON ((-201799618.698818 -59200930.4506335,-203952987.439881 -59127301.5043721,-213303394.248323 -43440847.242291,-210330288.536871 -40914156.1678868,-185887230.133806 -37430458.4656863,-201799618.698818 -59200930.4506335))","31"
"POLYGON ((-719396084.881444 -67910812.6544879,-727627059.302093 -50745980.8614363,-703128173.936906 -28381580.1439899,-701721971.457302 -28567781.9159679,-681680252.007597 -51890009.8978124,-696295984.579081 -66815776.8085337,-719396084.881444 -67910812.6544879))","701"
"POLYGON ((-15573995.0093718 -66889657.181531,-23154927.8459616 -65270566.153941,-45469449.558749 -47220130.3686748,-38879444.7801306 -33928244.4858336,380410.415132284 -32841448.6952699,4064131.57300329 -43293147.25896,2351517.25312638 -54749336.7868332,-15573995.0093718 -66889657.181531))","298"
"POLYGON ((-991206822.783971 -62158963.7077426,-995783679.692128 -51482037.5208735,-992001418.059096 -41760472.8630414,-984605306.427985 -36977089.0238354,-982806573.539388 -38043910.1368908,-969469218.379047 -53387368.4066942,-965278869.41911 -60166826.4337877,-966244596.069124 -61247458.639801,-991206822.783971 -62158963.7077426))","26"
"POLYGON ((-965278869.41911 -60166826.4337877,-969469218.379047 -53387368.4066942,-971992246.342404 -39640318.5642439,-960202859.405913 -34625959.4330641,-963099558.513477 -58893749.2549221,-965278869.41911 -60166826.4337877))","665"
"POLYGON ((-642319398.357429 -77468841.5358961,-651521740.291402 -54370197.8494609,-648888327.439478 -43208262.4445769,-633845388.072417 -28920721.7327352,-619670382.089056 -30532013.5359611,-606588793.20196 -49806830.3659517,-625003912.942989 -73328494.0404536,-642319398.357429 -77468841.5358961))","972"
"POLYGON ((-963099558.513477 -58893749.2549221,-960202859.405913 -34625959.4330641,-957287315.528898 -27561414.5370689,-943585495.816142 -34384057.3216171,-942030238.689906 -53124766.0784148,-958058528.170825 -58723740.7280766,-963099558.513477 -58893749.2549221))","894"
"POLYGON ((-931308282.534688 -58442766.517631,-942030238.689906 -53124766.0784148,-943585495.816142 -34384057.3216171,-941199860.603576 -33455175.8124613,-916393982.570526 -51801680.5982252,-931308282.534688 -58442766.517631))","33"
"POLYGON ((34646164.1334426 -73977011.6789277,28819202.9075067 -72791535.1000026,2351517.25312638 -54749336.7868332,4064131.57300329 -43293147.25896,33368429.3545208 -43209354.8143027,34646164.1334426 -43530828.1116405,34646164.1334426 -73977011.6789277))","57"
"POLYGON ((-969469218.379047 -53387368.4066942,-982806573.539388 -38043910.1368908,-971992246.342404 -39640318.5642439,-969469218.379047 -53387368.4066942))","342"
"POLYGON ((-651521740.291402 -54370197.8494609,-681188083.622705 -52049373.6939008,-681680252.007597 -51890009.8978124,-701721971.457302 -28567781.9159679,-690237520.258314 -22511342.4752474,-664849570.889514 -24017835.2023138,-648888327.439478 -43208262.4445769,-651521740.291402 -54370197.8494609))","752"
"POLYGON ((-606588793.20196 -49806830.3659517,-619670382.089056 -30532013.5359611,-609643886.244721 -23156500.0833502,-590973139.798264 -28004647.9492918,-598491073.522852 -49256010.4392412,-606588793.20196 -49806830.3659517))","659"
"POLYGON ((-565679899.870654 -69565615.3494263,-598491073.522852 -49256010.4392412,-590973139.798264 -28004647.9492918,-589058992.907862 -27012028.9733271,-556806166.077707 -28198338.8106098,-555672835.752941 -29682994.7319929,-544382953.677469 -55703644.3177023,-565679899.870654 -69565615.3494263))","510"
"POLYGON ((-995783679.692128 -51482037.5208735,-1018482143.16442 -47734866.5647211,-1020060656.26019 -42259476.2412612,-1022841204.06958 -28138360.6184543,-1014719093.86223 -19880670.4377242,-1007107722.87501 -22852761.6221954,-992001418.059096 -41760472.8630414,-995783679.692128 -51482037.5208735))","931"
"POLYGON ((-213303394.248323 -43440847.242291,-221349507.542935 -42114038.3631384,-225078617.571839 -7289768.40943,-220123527.827862 3653594.34508497,-199453200.51508 -6704571.95208114,-210330288.536871 -40914156.1678868,-213303394.248323 -43440847.242291))","259"
"POLYGON ((-131314152.641999 -53546925.9502861,-136641521.620488 -52974391.6785239,-140791665.074002 -25916684.5822341,-131464326.459421 -18255103.7309211,-114684129.113091 -23829028.2858923,-116817568.573377 -46105395.6731535,-131314152.641999 -53546925.9502861))","429"
"POLYGON ((-116817568.573377 -46105395.6731535,-114684129.113091 -23829028.2858923,-112280097.444748 -22575331.8943237,-87457617.0911171 -39554894.715513,-96200800.8426287 -45754670.0223638,-116817568.573377 -46105395.6731535))","844"
"POLYGON ((-971992246.342404 -39640318.5642439,-982806573.539388 -38043910.1368908,-984605306.427985 -36977089.0238354,-975913709.060013 -16315343.1656824,-967074426.647262 -7445518.72635636,-957287315.528898 -27561414.5370689,-960202859.405913 -34625959.4330641,-971992246.342404 -39640318.5642439))","903"
"POLYGON ((-1047019228.24967 -47308822.2451203,-1055122958.44172 -38060471.1534773,-1056730274.98152 -31292186.7894794,-1054740511.62045 -26122785.4365438,-1022841204.06958 -28138360.6184543,-1020060656.26019 -42259476.2412612,-1047019228.24967 -47308822.2451203))","337"
"POLYGON ((-243640924.591588 -54349216.563818,-258073132.649166 -38849929.8815755,-225078617.571839 -7289768.40943,-221349507.542935 -42114038.3631384,-243640924.591588 -54349216.563818))","941"
"POLYGON ((-892539410.612648 -56983393.0337169,-893776267.86093 -56667749.8657769,-905154249.578793 -48431515.0483116,-914398907.139333 -16366786.1215045,-912619747.035708 -522275.619862586,-906371528.118099 1854945.70420387,-866797245.20196 -13530073.3911178,-865115610.757702 -22132886.1352279,-863736098.647653 -38407749.8057705,-868967477.056785 -46299096.6192076,-892539410.612648 -56983393.0337169))","874"
"POLYGON ((4064131.57300329 -43293147.25896,380410.415132284 -32841448.6952699,2938432.00908852 -27659904.6530207,26806603.7693753 -37364056.3521082,33368429.3545208 -43209354.8143027,4064131.57300329 -43293147.25896))","113"
"POLYGON ((34646164.1334426 -43530828.1116405,33368429.3545208 -43209354.8143027,26806603.7693753 -37364056.3521082,12763258.52017 -19810803.0704296,34646164.1334426 -17507081.8843816,34646164.1334426 -43530828.1116405))","808"
"POLYGON ((-145137511.455522 -58705856.1906134,-176945067.754373 -36978891.4770073,-178853850.542952 -33331108.0783681,-178187528.433521 -20451960.5442404,-159443491.226745 -15928896.4506508,-140791665.074002 -25916684.5822341,-136641521.620488 -52974391.6785239,-145137511.455522 -58705856.1906134))","258"
"POLYGON ((-992001418.059096 -41760472.8630414,-1007107722.87501 -22852761.6221954,-975913709.060013 -16315343.1656824,-984605306.427985 -36977089.0238354,-992001418.059096 -41760472.8630414))","405"
"POLYGON ((-369861483.822559 -55680130.489797,-394132404.005186 -51008650.1969571,-404561576.2395 -39668044.3006291,-408273846.278817 -28587507.1384632,-384908524.899938 -16970566.3018495,-367230619.121623 -15656737.3189385,-350393208.707291 -46163828.1903852,-369861483.822559 -55680130.489797))","845"
"POLYGON ((-916393982.570526 -51801680.5982252,-941199860.603576 -33455175.8124613,-914398907.139333 -16366786.1215045,-905154249.578793 -48431515.0483116,-916393982.570526 -51801680.5982252))","948"
"POLYGON ((-210330288.536871 -40914156.1678868,-199453200.51508 -6704571.95208114,-190035986.148147 -8823833.29363957,-178187528.433521 -20451960.5442404,-178853850.542952 -33331108.0783681,-185887230.133806 -37430458.4656863,-210330288.536871 -40914156.1678868))","292"
"POLYGON ((-727627059.302093 -50745980.8614363,-736183205.303306 -49093041.4493434,-740344917.251986 -24581515.9619704,-736746973.286858 -8612425.34521976,-732039156.491641 -4285395.20676705,-712837154.510856 -9089545.03341654,-703128173.936906 -28381580.1439899,-727627059.302093 -50745980.8614363))","747"
"POLYGON ((-943585495.816142 -34384057.3216171,-957287315.528898 -27561414.5370689,-967074426.647262 -7445518.72635636,-965306901.126847 4031111.81642061,-934430281.496927 10611040.8678169,-912619747.035708 -522275.619862586,-914398907.139333 -16366786.1215045,-941199860.603576 -33455175.8124613,-943585495.816142 -34384057.3216171))","448"
"POLYGON ((-346330536.763326 -46372103.3478799,-350393208.707291 -46163828.1903852,-367230619.121623 -15656737.3189385,-358668892.773782 -5717166.42239857,-352269759.195289 -3956017.48176721,-346550845.757033 -7551004.26791009,-338813303.878463 -19381960.4259618,-341398211.806788 -43698569.691523,-346330536.763326 -46372103.3478799))","380"
"POLYGON ((-1187137226.39547 -61130941.2609589,-1205599189.91278 -59112047.3803076,-1205599189.91278 -46002572.6977551,-1191185008.17269 -33390608.2188005,-1163551742.84699 -39276065.0519615,-1156983015.75062 -45217637.3557054,-1187137226.39547 -61130941.2609589))","575"
"POLYGON ((-1163551742.84699 -39276065.0519615,-1191185008.17269 -33390608.2188005,-1181828489.82537 -17862501.8879987,-1163551742.84699 -39276065.0519615))","452"
"POLYGON ((-341398211.806788 -43698569.691523,-338813303.878463 -19381960.4259618,-303176234.298915 -5379546.40580645,-297606600.406811 -29894539.4966444,-326210789.504101 -43363964.6868933,-341398211.806788 -43698569.691523))","964"
"POLYGON ((-1097217569.38806 -47757221.6820605,-1100698050.64875 -47202758.8945186,-1085008215.40684 -7298304.56840402,-1056506551.30382 -20382005.6663439,-1054740511.62045 -26122785.4365438,-1056730274.98152 -31292186.7894794,-1097217569.38806 -47757221.6820605))","513"
"POLYGON ((-772359560.586071 -55687111.1621157,-777866526.738396 -44941457.3019021,-767518216.870264 -15437174.395199,-740344917.251986 -24581515.9619704,-736183205.303306 -49093041.4493434,-772359560.586071 -55687111.1621157))","129"
"POLYGON ((-53374451.0346727 -50606100.9100666,-70909063.0476484 -43464739.0539452,-75677955.0268509 -40941727.4334668,-71150495.5772324 -498564.464472502,-38957877.1543908 1208200.2086924,-38879444.7801306 -33928244.4858336,-45469449.558749 -47220130.3686748,-53374451.0346727 -50606100.9100666))","9"
"POLYGON ((-87457617.0911171 -39554894.715513,-112280097.444748 -22575331.8943237,-105633347.807467 -12000045.3386847,-95409931.7606878 -6041666.58070466,-87323289.4943798 -39500982.2185698,-87457617.0911171 -39554894.715513))","733"
"POLYGON ((-75677955.0268509 -40941727.4334668,-87323289.4943798 -39500982.2185698,-95409931.7606878 -6041666.58070466,-92217068.9367199 882590.975942075,-77478771.0065167 1902334.37610564,-71150495.5772324 -498564.464472502,-75677955.0268509 -40941727.4334668))","355"
"POLYGON ((-1156983015.75062 -45217637.3557054,-1163551742.84699 -39276065.0519615,-1181828489.82537 -17862501.8879987,-1185692531.99822 -720058.225778043,-1169207520.70277 4571390.58733925,-1158225646.13721 1484153.05502841,-1154940913.21322 -3323342.50009933,-1149415840.81052 -42715280.6904728,-1149368839.01714 -44542571.098646,-1150830927.31152 -45056793.8970105,-1156983015.75062 -45217637.3557054))","919"
"POLYGON ((-1205599189.91278 -46002572.6977551,-1205599189.91278 4357790.23346472,-1185692531.99822 -720058.225778043,-1181828489.82537 -17862501.8879987,-1191185008.17269 -33390608.2188005,-1205599189.91278 -46002572.6977551))","531"
"POLYGON ((-827368653.479272 -41292620.9409127,-863736098.647653 -38407749.8057705,-865115610.757702 -22132886.1352279,-849131632.72017 -20845587.9222001,-827264570.058772 -24707401.0796621,-825543846.765975 -39591180.8838345,-827368653.479272 -41292620.9409127))","442"
"POLYGON ((-1118844541.29783 -52395216.7419931,-1149368839.01714 -44542571.098646,-1149415840.81052 -42715280.6904728,-1131830817.54302 -9367411.24943209,-1124553355.89744 -12375377.1715573,-1116645158.17578 -34536354.478624,-1116604601.1807 -50599191.987519,-1118844541.29783 -52395216.7419931))","111"
"POLYGON ((-1116604601.1807 -50599191.987519,-1116645158.17578 -34536354.478624,-1103391137.11827 -6667945.91452146,-1088388286.38262 -1956984.95546898,-1085008215.40684 -7298304.56840402,-1100698050.64875 -47202758.8945186,-1116604601.1807 -50599191.987519))","369"
"POLYGON ((-590973139.798264 -28004647.9492918,-609643886.244721 -23156500.0833502,-605268328.480718 2946724.41667435,-595225613.405399 2577654.46137092,-589058992.907862 -27012028.9733271,-590973139.798264 -28004647.9492918))","884"
"POLYGON ((-114684129.113091 -23829028.2858923,-131464326.459421 -18255103.7309211,-127888058.834318 -4623437.98037237,-127313151.608902 -4567451.62549388,-105633347.807467 -12000045.3386847,-112280097.444748 -22575331.8943237,-114684129.113091 -23829028.2858923))","469"
"POLYGON ((-528617066.11682 -59418611.5357698,-544382953.677469 -55703644.3177023,-555672835.752941 -29682994.7319929,-526554975.972122 -4199202.6068345,-515925657.550013 -12306775.1372591,-512328742.230105 -44867670.642776,-528617066.11682 -59418611.5357698))","812"
"POLYGON ((-827264570.058772 -24707401.0796621,-849131632.72017 -20845587.9222001,-827809830.179714 -18034527.0473346,-827264570.058772 -24707401.0796621))","30"
"POLYGON ((-825543846.765975 -39591180.8838345,-827264570.058772 -24707401.0796621,-827809830.179714 -18034527.0473346,-825564383.884815 7003941.71399119,-810050832.006393 11348310.9350755,-807976297.959607 10474527.404351,-795733337.269451 -35481318.2212986,-825543846.765975 -39591180.8838345))","711"
"POLYGON ((-777866526.738396 -44941457.3019021,-795733337.269451 -35481318.2212986,-807976297.959607 10474527.404351,-774162729.251818 13292876.0710071,-766922498.435717 -11220178.27397,-767518216.870264 -15437174.395199,-777866526.738396 -44941457.3019021))","117"
"POLYGON ((-462132244.816787 -44772742.537571,-472668920.96141 -38128179.3569179,-461361728.945203 -10011480.0862704,-420056292.041295 -15043153.8554929,-418468129.565399 -20386237.895184,-462132244.816787 -44772742.537571))","63"
"POLYGON ((-38879444.7801306 -33928244.4858336,-38957877.1543908 1208200.2086924,-38443830.027884 1910345.76629379,5013799.57571507 -15583464.7060255,6278822.24078941 -19248064.0605325,2938432.00908852 -27659904.6530207,380410.415132284 -32841448.6952699,-38879444.7801306 -33928244.4858336))","93"
"POLYGON ((26806603.7693753 -37364056.3521082,2938432.00908852 -27659904.6530207,6278822.24078941 -19248064.0605325,12763258.52017 -19810803.0704296,26806603.7693753 -37364056.3521082))","614"
"POLYGON ((-619670382.089056 -30532013.5359611,-633845388.072417 -28920721.7327352,-637807902.789004 13325907.4760707,-627470942.150253 16577930.4537665,-605268328.480718 2946724.41667435,-609643886.244721 -23156500.0833502,-619670382.089056 -30532013.5359611))","1011"
"POLYGON ((-648888327.439478 -43208262.4445769,-664849570.889514 -24017835.2023138,-655582935.824506 17547179.1041539,-637807902.789004 13325907.4760707,-633845388.072417 -28920721.7327352,-648888327.439478 -43208262.4445769))","827"
"POLYGON ((-258073132.649166 -38849929.8815755,-263924087.195668 -36791790.5749755,-261634550.836683 -14184816.3355515,-232815805.498278 23537885.2625122,-229956092.443188 22607294.6881227,-220123527.827862 3653594.34508497,-225078617.571839 -7289768.40943,-258073132.649166 -38849929.8815755))","474"
"POLYGON ((-286061934.209234 -39236404.8083453,-297606600.406811 -29894539.4966444,-303176234.298915 -5379546.40580645,-303079101.472287 -946604.600491285,-302090063.220301 2610103.77452451,-298823408.769889 4732844.14864215,-277972160.935168 4362575.61125085,-261634550.836683 -14184816.3355515,-263924087.195668 -36791790.5749755,-286061934.209234 -39236404.8083453))","461"
"POLYGON ((-512328742.230105 -44867670.642776,-515925657.550013 -12306775.1372591,-499962305.216787 3959979.27897543,-487797742.237424 -4456041.04220298,-486238779.883971 -34551273.0217435,-512328742.230105 -44867670.642776))","476"
"POLYGON ((-472668920.96141 -38128179.3569179,-486238779.883971 -34551273.0217435,-487797742.237424 -4456041.04220298,-467788968.262066 8239267.72290823,-461361728.945203 -10011480.0862704,-472668920.96141 -38128179.3569179))","213"
"POLYGON ((-865115610.757702 -22132886.1352279,-866797245.20196 -13530073.3911178,-845448739.069049 10981926.9741395,-825564383.884815 7003941.71399119,-827809830.179714 -18034527.0473346,-849131632.72017 -20845587.9222001,-865115610.757702 -22132886.1352279))","821"
"POLYGON ((-140791665.074002 -25916684.5822341,-159443491.226745 -15928896.4506508,-151746052.449981 2434658.85709336,-145008576.410709 13358060.2492745,-139808852.839102 14640387.2040012,-127888058.834318 -4623437.98037237,-131464326.459421 -18255103.7309211,-140791665.074002 -25916684.5822341))","841"
"POLYGON ((-664849570.889514 -24017835.2023138,-690237520.258314 -22511342.4752474,-673341849.361876 11872327.0938065,-657746746.341157 18899686.0998132,-655582935.824506 17547179.1041539,-664849570.889514 -24017835.2023138))","144"
"POLYGON ((-1116645158.17578 -34536354.478624,-1124553355.89744 -12375377.1715573,-1116944115.98851 -2983837.95753121,-1108526214.57021 -4613768.23613954,-1103391137.11827 -6667945.91452146,-1116645158.17578 -34536354.478624))","682"
"POLYGON ((-701721971.457302 -28567781.9159679,-703128173.936906 -28381580.1439899,-712837154.510856 -9089545.03341654,-708778813.474081 429738.47289589,-701258832.038674 12878809.9277508,-673341849.361876 11872327.0938065,-690237520.258314 -22511342.4752474,-701721971.457302 -28567781.9159679))","670"
"POLYGON ((-1149415840.81052 -42715280.6904728,-1154940913.21322 -3323342.50009933,-1134236054.29863 -7058507.61904949,-1131830817.54302 -9367411.24943209,-1149415840.81052 -42715280.6904728))","205"
"POLYGON ((-1124553355.89744 -12375377.1715573,-1131830817.54302 -9367411.24943209,-1134236054.29863 -7058507.61904949,-1124223379.76185 13949584.6706831,-1116944115.98851 -2983837.95753121,-1124553355.89744 -12375377.1715573))","962"
"POLYGON ((12763258.52017 -19810803.0704296,6278822.24078941 -19248064.0605325,5013799.57571507 -15583464.7060255,9335145.02391887 -1336948.38642853,34646164.1334426 26273920.7044874,34646164.1334426 -17507081.8843816,12763258.52017 -19810803.0704296))","145"
"POLYGON ((-1022841204.06958 -28138360.6184543,-1054740511.62045 -26122785.4365438,-1056506551.30382 -20382005.6663439,-1050691493.46305 -4667164.99264064,-1036421888.94815 4343792.59620351,-1014128295.97395 -6095519.72639152,-1014719093.86223 -19880670.4377242,-1022841204.06958 -28138360.6184543))","692"
"POLYGON ((-1007107722.87501 -22852761.6221954,-1014719093.86223 -19880670.4377242,-1014128295.97395 -6095519.72639152,-994360093.781215 15469772.6578001,-979745135.372768 16336510.3745438,-965306901.126847 4031111.81642061,-967074426.647262 -7445518.72635636,-975913709.060013 -16315343.1656824,-1007107722.87501 -22852761.6221954))","319"
"POLYGON ((-384908524.899938 -16970566.3018495,-380464550.904987 11879663.9204279,-368915640.434727 8737394.71078968,-358668892.773782 -5717166.42239857,-367230619.121623 -15656737.3189385,-384908524.899938 -16970566.3018495))","590"
"POLYGON ((-556806166.077707 -28198338.8106098,-589058992.907862 -27012028.9733271,-595225613.405399 2577654.46137092,-593732553.908995 3073497.30568728,-560690828.277532 -10519096.1019601,-556806166.077707 -28198338.8106098))","394"
"POLYGON ((-555672835.752941 -29682994.7319929,-556806166.077707 -28198338.8106098,-560690828.277532 -10519096.1019601,-553066426.48555 13154018.4643746,-535957679.308256 27249923.5488092,-529681240.098941 19916959.7343007,-526554975.972122 -4199202.6068345,-555672835.752941 -29682994.7319929))","239"
"POLYGON ((-740344917.251986 -24581515.9619704,-767518216.870264 -15437174.395199,-766922498.435717 -11220178.27397,-736746973.286858 -8612425.34521976,-740344917.251986 -24581515.9619704))","616"
"POLYGON ((-1103391137.11827 -6667945.91452146,-1108526214.57021 -4613768.23613954,-1111490349.12531 24359306.0471503,-1086341782.91009 29054320.6620086,-1088388286.38262 -1956984.95546898,-1103391137.11827 -6667945.91452146))","666"
"POLYGON ((-178187528.433521 -20451960.5442404,-190035986.148147 -8823833.29363957,-182786522.149084 2514088.86987612,-177097492.797274 7023498.60674766,-151746052.449981 2434658.85709336,-159443491.226745 -15928896.4506508,-178187528.433521 -20451960.5442404))","918"
"POLYGON ((-338813303.878463 -19381960.4259618,-346550845.757033 -7551004.26791009,-327018805.453767 -1443882.0375371,-303079101.472287 -946604.600491285,-303176234.298915 -5379546.40580645,-338813303.878463 -19381960.4259618))","362"
"POLYGON ((-1108526214.57021 -4613768.23613954,-1116944115.98851 -2983837.95753121,-1124223379.76185 13949584.6706831,-1124397159.78648 16132352.1018614,-1122298263.62946 20485691.4980349,-1120116049.09897 23508788.2217002,-1111490349.12531 24359306.0471503,-1108526214.57021 -4613768.23613954))","875"
"POLYGON ((-515925657.550013 -12306775.1372591,-526554975.972122 -4199202.6068345,-529681240.098941 19916959.7343007,-503689445.466309 8419937.18433735,-501564533.407027 7290211.41242242,-499962305.216787 3959979.27897543,-515925657.550013 -12306775.1372591))","450"
"POLYGON ((-408273846.278817 -28587507.1384632,-418468129.565399 -20386237.895184,-420056292.041295 -15043153.8554929,-423097076.491345 11168939.360292,-386443955.269346 19282623.6696865,-380464550.904987 11879663.9204279,-384908524.899938 -16970566.3018495,-408273846.278817 -28587507.1384632))","563"
"POLYGON ((-346550845.757033 -7551004.26791009,-352269759.195289 -3956017.48176721,-347541699.920186 6988859.88462305,-342694182.119694 8898747.21818334,-327018805.453767 -1443882.0375371,-346550845.757033 -7551004.26791009))","454"
"POLYGON ((-766922498.435717 -11220178.27397,-774162729.251818 13292876.0710071,-769982767.683687 17882141.1122923,-736179942.68437 5104288.28298965,-732039156.491641 -4285395.20676705,-736746973.286858 -8612425.34521976,-766922498.435717 -11220178.27397))","13"
"POLYGON ((-105633347.807467 -12000045.3386847,-127313151.608902 -4567451.62549388,-100345807.464546 10559846.5430797,-92217068.9367199 882590.975942075,-95409931.7606878 -6041666.58070466,-105633347.807467 -12000045.3386847))","79"
"POLYGON ((-127888058.834318 -4623437.98037237,-139808852.839102 14640387.2040012,-127300901.305341 29682750.8846946,-105817087.948325 23378534.7425984,-100345807.464546 10559846.5430797,-127313151.608902 -4567451.62549388,-127888058.834318 -4623437.98037237))","640"
"POLYGON ((-1056506551.30382 -20382005.6663439,-1085008215.40684 -7298304.56840402,-1088388286.38262 -1956984.95546898,-1086341782.91009 29054320.6620086,-1085120535.84264 30407491.2813079,-1061998488.46611 13448802.8010159,-1050691493.46305 -4667164.99264064,-1056506551.30382 -20382005.6663439))","905"
"POLYGON ((-358668892.773782 -5717166.42239857,-368915640.434727 8737394.71078968,-356267949.869714 26065020.6141006,-347541699.920186 6988859.88462305,-352269759.195289 -3956017.48176721,-358668892.773782 -5717166.42239857))","525"
"POLYGON ((5013799.57571507 -15583464.7060255,-38443830.027884 1910345.76629379,-31675830.7773898 23319064.9940464,9335145.02391887 -1336948.38642853,5013799.57571507 -15583464.7060255))","390"
"POLYGON ((-712837154.510856 -9089545.03341654,-732039156.491641 -4285395.20676705,-736179942.68437 5104288.28298965,-729546987.076105 20821086.5745637,-708778813.474081 429738.47289589,-712837154.510856 -9089545.03341654))","182"
"POLYGON ((-1134236054.29863 -7058507.61904949,-1154940913.21322 -3323342.50009933,-1158225646.13721 1484153.05502841,-1154791250.96558 4572957.30024683,-1124397159.78648 16132352.1018614,-1124223379.76185 13949584.6706831,-1134236054.29863 -7058507.61904949))","984"
"POLYGON ((-327018805.453767 -1443882.0375371,-342694182.119694 8898747.21818334,-322307019.844641 24927995.7467387,-302090063.220301 2610103.77452451,-303079101.472287 -946604.600491285,-327018805.453767 -1443882.0375371))","902"
"POLYGON ((-151746052.449981 2434658.85709336,-177097492.797274 7023498.60674766,-163377495.46914 22767490.7886505,-145008576.410709 13358060.2492745,-151746052.449981 2434658.85709336))","564"
"POLYGON ((-347541699.920186 6988859.88462305,-356267949.869714 26065020.6141006,-356210816.695756 30697654.6810671,-323067776.67726 26908565.0567794,-322307019.844641 24927995.7467387,-342694182.119694 8898747.21818334,-347541699.920186 6988859.88462305))","742"
"POLYGON ((-190035986.148147 -8823833.29363957,-199453200.51508 -6704571.95208114,-220123527.827862 3653594.34508497,-229956092.443188 22607294.6881227,-215483660.917769 33909526.2653346,-199524223.543847 38365635.6255293,-185511668.089829 33916306.2007399,-182786522.149084 2514088.86987612,-190035986.148147 -8823833.29363957))","762"
"POLYGON ((-182786522.149084 2514088.86987612,-185511668.089829 33916306.2007399,-169602309.711924 34445745.5562128,-163377495.46914 22767490.7886505,-177097492.797274 7023498.60674766,-182786522.149084 2514088.86987612))","287"
